Timestamp,PM25,PM10,NO2,SO2,CO,Ozone,NH3,RH,WS,WD,City,AQI,AQI_Category,Month,Year
2024-01-01,88.27,126.71,45.97,22.24,0.79,31.2,19.81,90.87,0.61,166.15,Kolkata,194.291,Moderate,1,2024
2024-01-02,81.67,120.82,47.98,18.81,0.64,31.2,20.33,80.87,0.51,181.74,Kolkata,172.511,Moderate,1,2024
2024-01-03,68.04,103.62,49.77,12.97,0.96,30.99,27.68,82.43,0.51,155.69,Kolkata,127.53200000000001,Moderate,1,2024
2024-01-04,83.97,121.38,66.23,16.1,1.46,31.17,33.45,83.56,0.49,173.3,Kolkata,180.101,Moderate,1,2024
2024-01-05,104.03,149.24,83.01,19.01,2.09,31.1,51.67,78.05,0.55,151.18,Kolkata,247.299,Poor,1,2024
2024-01-06,91.34,131.49,76.54,19.81,1.39,31.35,34.12,78.24,0.5,179.76,Kolkata,205.42200000000003,Poor,1,2024
2024-01-07,100.48,138.63,49.62,25.76,0.84,31.24,19.29,86.53,0.53,167.83,Kolkata,235.584,Poor,1,2024
2024-01-08,111.85,150.76,50.5,28.89,0.81,31.18,17.92,90.24,0.57,139.84,Kolkata,273.10499999999996,Poor,1,2024
2024-01-09,93.55,125.8,49.24,19.68,0.79,31.23,29.24,87.19,0.5,172.31,Kolkata,212.71499999999997,Poor,1,2024
2024-01-10,97.92,143.99,119.63,20.98,1.06,31.12,44.02,78.35,0.5,179.85,Kolkata,227.136,Poor,1,2024
2024-01-11,97.38,141.97,86.32,20.84,0.71,31.2,24.14,82.49,0.56,163.61,Kolkata,225.35399999999998,Poor,1,2024
2024-01-12,85.76,119.15,63.08,14.57,0.44,31.12,16.78,81.23,0.58,130.45,Kolkata,186.008,Moderate,1,2024
2024-01-13,101.36,139.24,93.54,19.02,0.89,31.07,30.69,77.28,0.53,188.38,Kolkata,238.488,Poor,1,2024
2024-01-14,126.88,165.16,77.59,19.63,0.75,31.22,18.35,80.47,0.47,179.63,Kolkata,306.2393846153846,Very Poor,1,2024
2024-01-15,115.17,161.8,51.61,11.96,0.7,31.11,14.33,91.74,0.68,128.03,Kolkata,284.06100000000004,Poor,1,2024
2024-01-16,103.91,140.08,70.16,14.02,0.34,31.14,19.14,91.86,0.5,134.04,Kolkata,246.903,Poor,1,2024
2024-01-17,79.94,118.43,62.71,9.81,0.22,31.2,16.03,94.45,0.79,82.2,Kolkata,166.802,Moderate,1,2024
2024-01-18,79.95,131.02,58.89,12.1,0.56,31.18,16.18,99.75,0.76,94.42,Kolkata,166.835,Moderate,1,2024
2024-01-19,73.67,102.69,59.61,12.19,1.31,31.18,17.74,98.22,0.55,130.69,Kolkata,146.111,Moderate,1,2024
2024-01-20,93.72,146.39,80.36,14.54,1.19,31.25,41.71,91.38,0.63,149.99,Kolkata,213.276,Poor,1,2024
2024-01-21,118.17,168.48,97.74,15.24,1.46,31.11,50.78,93.82,0.47,152.53,Kolkata,293.961,Poor,1,2024
2024-01-22,105.9,156.35,72.67,13.28,0.91,31.28,34.38,88.64,0.67,144.28,Kolkata,253.47000000000003,Poor,1,2024
2024-01-23,103.46,158.53,105.37,18.54,1.29,31.15,51.01,78.27,0.52,184.01,Kolkata,245.41799999999998,Poor,1,2024
2024-01-24,86.68,133.35,58.46,11.23,0.79,31.04,27.46,85.55,0.49,183.67,Kolkata,189.044,Moderate,1,2024
2024-01-25,83.12,129.07,65.24,13.37,1.1,31.23,34.61,85.9,0.53,157.98,Kolkata,177.296,Moderate,1,2024
2024-01-26,97.55,150.03,71.17,17.25,0.92,31.03,33.71,75.65,0.68,156.94,Kolkata,225.915,Poor,1,2024
2024-01-27,72.36,121.61,88.57,17.57,1.01,31.14,45.96,67.84,0.49,190.85,Kolkata,141.788,Moderate,1,2024
2024-01-28,84.85,140.08,94.58,17.61,1.21,31.23,43.18,68.49,0.44,173.43,Kolkata,183.005,Moderate,1,2024
2024-01-29,77.13,124.62,70.91,24.42,0.45,31.13,28.9,69.08,0.46,174.15,Kolkata,157.529,Moderate,1,2024
2024-01-30,56.24,86.6,39.11,20.04,0.49,31.95,19.64,89.17,0.48,170.33,Kolkata,93.85866666666666,Satisfactory,1,2024
2024-01-31,49.81,83.29,32.8,14.6,0.5,31.15,14.45,94.83,0.48,154.19,Kolkata,83.6242,Satisfactory,1,2024
2024-02-01,48.88,78.24,45.67,7.99,0.58,31.06,16.4,99.75,0.43,143.09,Kolkata,81.83733333333333,Satisfactory,2,2024
2024-02-02,53.07,86.02,50.0,18.62,0.64,30.96,18.0,91.65,0.48,208.8,Kolkata,88.681,Satisfactory,2,2024
2024-02-03,56.24,104.31,53.97,19.71,0.64,31.15,17.85,75.49,0.52,217.74,Kolkata,103.8446,Moderate,2,2024
2024-02-04,64.69,106.09,60.56,20.6,0.76,31.16,19.78,71.96,0.63,215.07,Kolkata,116.47699999999999,Moderate,2,2024
2024-02-05,58.93,99.75,54.23,16.07,0.57,30.46,18.03,77.35,0.45,194.27,Kolkata,99.755,Satisfactory,2,2024
2024-02-06,55.23,91.28,37.02,10.99,0.44,31.11,15.56,94.39,0.54,178.85,Kolkata,92.209,Satisfactory,2,2024
2024-02-07,54.33,94.4,53.81,14.11,0.57,31.21,16.76,79.28,0.62,153.06,Kolkata,94.512,Satisfactory,2,2024
2024-02-08,45.93,88.45,39.59,19.3,0.47,31.96,21.01,50.45,0.57,194.73,Kolkata,88.68100000000001,Satisfactory,2,2024
2024-02-09,39.71,87.86,52.72,21.69,0.48,31.12,35.97,46.29,0.73,138.94,Kolkata,88.1028,Satisfactory,2,2024
2024-02-10,61.6,113.25,70.17,23.21,0.77,31.16,51.73,56.27,0.6,205.37,Kolkata,109.745,Moderate,2,2024
2024-02-11,77.63,136.88,81.2,20.74,1.08,31.08,71.29,64.69,0.5,182.16,Kolkata,159.17899999999997,Moderate,2,2024
2024-02-12,87.42,155.4,87.93,24.72,1.15,31.15,80.79,68.13,0.49,180.12,Kolkata,191.486,Moderate,2,2024
2024-02-13,76.14,125.43,84.15,18.3,0.93,31.21,51.35,72.42,0.47,159.77,Kolkata,154.262,Moderate,2,2024
2024-02-14,73.25,128.53,71.41,16.38,0.7,31.15,36.63,78.04,0.52,157.87,Kolkata,144.725,Moderate,2,2024
2024-02-15,80.33,132.81,69.17,20.41,0.78,31.26,35.92,79.83,0.55,161.04,Kolkata,168.089,Moderate,2,2024
2024-02-16,67.34,111.57,60.71,17.18,0.65,30.94,29.16,89.15,0.67,150.68,Kolkata,125.22200000000001,Moderate,2,2024
2024-02-17,72.84,120.4,77.32,19.03,0.89,31.14,42.1,74.84,0.6,195.43,Kolkata,143.372,Moderate,2,2024
2024-02-18,59.08,99.19,39.2,20.41,0.47,31.23,23.39,82.33,0.49,155.86,Kolkata,99.2062,Satisfactory,2,2024
2024-02-19,41.68,72.71,25.86,19.33,0.43,31.12,21.09,90.01,0.42,187.7,Kolkata,73.2558,Satisfactory,2,2024
2024-02-20,35.6,66.87,19.21,20.21,0.33,31.22,19.5,93.66,0.4,182.77,Kolkata,67.5326,Satisfactory,2,2024
2024-02-21,38.1,74.7,38.65,22.27,0.51,31.07,23.37,78.98,0.47,151.58,Kolkata,75.206,Satisfactory,2,2024
2024-02-22,55.43,94.03,39.1,15.44,0.57,31.21,22.52,97.26,0.66,151.88,Kolkata,94.1494,Satisfactory,2,2024
2024-02-23,37.28,77.76,47.76,10.32,0.46,31.16,20.73,75.02,0.69,109.45,Kolkata,78.2048,Satisfactory,2,2024
2024-02-24,45.05,91.89,54.17,17.87,0.48,31.1,23.38,67.22,0.74,102.46,Kolkata,92.0522,Satisfactory,2,2024
2024-02-25,37.59,74.78,41.31,7.85,0.42,31.15,19.49,67.37,0.96,89.63,Kolkata,75.2844,Satisfactory,2,2024
2024-02-26,39.96,78.25,52.39,14.49,0.45,30.88,22.14,61.69,0.6,117.31,Kolkata,78.685,Satisfactory,2,2024
2024-02-27,51.61,99.1,71.24,23.48,0.66,31.29,26.46,51.24,0.5,152.76,Kolkata,99.118,Satisfactory,2,2024
2024-02-28,64.08,105.24,61.18,16.74,0.58,31.15,22.7,70.2,0.73,225.54,Kolkata,114.464,Moderate,2,2024
2024-02-29,65.98,116.49,63.71,15.6,0.64,31.05,31.65,64.69,0.48,168.61,Kolkata,120.73400000000001,Moderate,2,2024
2024-03-01,67.96,118.45,67.78,19.49,0.67,31.23,32.71,63.39,0.57,176.29,Kolkata,127.26799999999997,Moderate,3,2024
2024-03-02,68.9,111.23,51.79,15.16,0.57,31.02,29.18,74.31,0.51,171.41,Kolkata,130.37,Moderate,3,2024
2024-03-03,50.27,86.74,29.13,14.25,0.44,31.2,26.66,76.49,0.52,199.05,Kolkata,87.0052,Satisfactory,3,2024
2024-03-04,52.33,86.85,29.01,15.89,0.46,31.22,25.2,68.49,0.67,141.39,Kolkata,87.47233333333332,Satisfactory,3,2024
2024-03-05,49.18,87.35,40.6,18.06,0.53,31.14,30.89,76.32,0.66,174.76,Kolkata,87.603,Satisfactory,3,2024
2024-03-06,51.97,87.74,56.51,19.14,0.51,31.15,38.45,59.98,0.59,156.24,Kolkata,87.98519999999999,Satisfactory,3,2024
2024-03-07,54.02,91.32,60.5,21.33,0.54,31.19,42.04,60.46,0.59,137.57,Kolkata,91.49359999999999,Satisfactory,3,2024
2024-03-08,53.31,88.03,66.96,23.45,0.67,31.17,43.79,48.1,0.54,165.63,Kolkata,89.07300000000001,Satisfactory,3,2024
2024-03-09,61.32,98.95,70.49,24.69,0.78,31.24,44.98,49.14,0.6,203.96,Kolkata,105.356,Moderate,3,2024
2024-03-10,57.32,94.33,61.69,28.62,0.61,31.21,31.99,46.37,0.6,181.53,Kolkata,95.62266666666667,Satisfactory,3,2024
2024-03-11,60.28,93.84,62.52,45.89,0.64,31.04,32.83,53.29,0.51,210.47,Kolkata,101.924,Moderate,3,2024
2024-03-12,45.41,74.97,31.77,17.77,0.48,31.11,25.21,85.78,0.44,187.7,Kolkata,76.16966666666666,Satisfactory,3,2024
2024-03-13,32.42,49.28,20.39,12.82,0.38,31.24,21.06,83.62,0.53,153.25,Kolkata,54.95266666666667,Satisfactory,3,2024
2024-03-14,33.28,52.03,22.3,12.91,0.41,31.1,24.01,92.58,0.51,191.75,Kolkata,56.35733333333334,Satisfactory,3,2024
2024-03-15,36.68,63.11,21.87,11.94,0.4,31.22,24.89,83.4,0.64,146.49,Kolkata,63.8478,Satisfactory,3,2024
2024-03-16,31.05,48.66,24.72,11.34,0.37,31.13,22.57,88.81,0.51,162.08,Kolkata,52.715,Satisfactory,3,2024
2024-03-17,34.48,61.93,41.55,15.48,0.47,31.15,17.43,87.32,0.64,157.7,Kolkata,62.6914,Satisfactory,3,2024
2024-03-18,44.77,77.71,54.59,17.4,0.62,31.24,17.99,92.8,0.56,197.45,Kolkata,78.1558,Satisfactory,3,2024
2024-03-19,38.39,69.48,54.39,24.15,0.5,31.03,20.66,77.31,0.56,221.46,Kolkata,70.0904,Satisfactory,3,2024
2024-03-20,17.28,39.31,34.79,7.55,0.43,31.93,20.7,99.78,0.61,198.03,Kolkata,43.4875,Good,3,2024
2024-03-21,21.86,46.66,37.53,9.68,0.5,32.14,19.58,88.68,0.63,139.86,Kolkata,46.9125,Good,3,2024
2024-03-22,49.82,79.54,60.06,14.31,0.69,31.91,25.44,82.3,0.44,192.03,Kolkata,83.37266666666667,Satisfactory,3,2024
2024-03-23,39.71,76.34,27.72,14.61,0.45,32.06,19.44,78.67,0.51,168.67,Kolkata,76.8132,Satisfactory,3,2024
2024-03-24,25.06,93.17,16.63,14.11,0.36,32.01,16.2,74.48,0.6,215.75,Kolkata,93.3066,Satisfactory,3,2024
2024-03-25,25.3,92.13,11.17,13.77,0.28,31.97,16.68,75.21,0.58,155.77,Kolkata,92.28739999999999,Satisfactory,3,2024
2024-03-26,22.16,71.29,15.16,11.62,0.3,31.97,20.49,73.62,0.61,156.7,Kolkata,71.86420000000001,Satisfactory,3,2024
2024-03-27,28.41,59.04,15.05,10.23,0.34,32.06,18.3,87.48,0.49,179.99,Kolkata,59.8592,Satisfactory,3,2024
2024-03-28,32.29,71.69,22.69,16.16,0.42,31.96,22.61,83.37,0.45,149.79,Kolkata,72.25619999999999,Satisfactory,3,2024
2024-03-29,32.93,48.62,14.21,10.01,0.3,32.01,23.33,90.21,0.61,113.56,Kolkata,55.785666666666664,Satisfactory,3,2024
2024-03-30,32.39,45.07,16.39,8.52,0.28,31.99,22.58,90.12,0.53,150.57,Kolkata,54.903666666666666,Satisfactory,3,2024
2024-03-31,29.66,54.94,15.83,8.19,0.33,32.04,25.86,88.07,0.6,145.11,Kolkata,55.8412,Satisfactory,3,2024
2024-04-01,36.05,61.62,25.93,19.34,0.43,31.98,23.71,72.58,0.54,270.12,Kolkata,62.3876,Satisfactory,4,2024
2024-04-02,37.52,60.8,25.8,12.6,0.39,32.0,22.57,70.04,0.5,156.98,Kolkata,63.28266666666667,Satisfactory,4,2024
2024-04-03,36.74,63.61,17.18,17.66,0.24,31.85,18.32,82.21,0.5,160.12,Kolkata,64.3378,Satisfactory,4,2024
2024-04-04,26.87,47.8,10.54,6.37,0.2,32.12,15.85,92.41,0.53,202.55,Kolkata,47.8,Good,4,2024
2024-04-05,33.91,61.64,16.79,5.71,0.34,31.97,19.58,88.28,0.67,206.39,Kolkata,62.4072,Satisfactory,4,2024
2024-04-06,37.13,62.31,12.34,5.19,0.19,31.99,19.25,88.64,0.68,120.45,Kolkata,63.0638,Satisfactory,4,2024
2024-04-07,30.5,55.43,24.9,7.89,0.45,32.11,17.27,94.75,0.58,169.8,Kolkata,56.3214,Satisfactory,4,2024
2024-04-08,29.3,58.91,33.95,22.51,0.33,31.99,24.62,70.66,0.65,224.61,Kolkata,59.73179999999999,Satisfactory,4,2024
2024-04-09,36.69,85.75,50.67,30.68,0.66,32.08,28.26,59.24,0.58,221.75,Kolkata,86.035,Satisfactory,4,2024
2024-04-10,49.51,105.41,57.6,30.39,0.6,32.06,29.79,74.8,0.53,194.53,Kolkata,104.5706,Moderate,4,2024
2024-04-11,55.94,111.77,64.31,33.43,0.74,30.65,31.83,71.7,0.52,182.97,Kolkata,108.7682,Moderate,4,2024
2024-04-12,36.7,85.16,34.89,27.85,0.55,68.95,26.32,58.41,0.5,191.72,Kolkata,85.45679999999999,Satisfactory,4,2024
2024-04-13,42.34,90.96,30.09,36.78,0.55,77.06,19.8,60.92,0.57,190.23,Kolkata,91.14079999999998,Satisfactory,4,2024
2024-04-14,36.65,78.12,19.6,24.83,0.49,76.64,17.86,60.94,0.43,179.6,Kolkata,78.55760000000001,Satisfactory,4,2024
2024-04-15,39.45,76.91,16.61,19.28,0.54,66.54,17.55,74.69,0.53,208.03,Kolkata,77.3718,Satisfactory,4,2024
2024-04-16,31.0,69.94,21.26,19.63,0.51,55.31,17.95,75.84,0.49,239.42,Kolkata,70.5412,Satisfactory,4,2024
2024-04-17,38.58,90.89,18.57,21.44,0.57,60.7,15.54,75.52,0.54,183.72,Kolkata,91.07220000000001,Satisfactory,4,2024
2024-04-18,35.43,101.62,32.69,13.07,0.58,61.16,18.74,59.76,0.56,222.79,Kolkata,102.06920000000001,Moderate,4,2024
2024-04-19,38.58,103.94,26.39,22.86,0.49,60.62,21.57,67.11,0.6,266.52,Kolkata,103.6004,Moderate,4,2024
2024-04-20,28.17,80.05,16.26,13.64,0.47,47.16,19.56,79.97,0.56,200.47,Kolkata,80.449,Satisfactory,4,2024
2024-04-21,27.83,88.71,17.21,14.64,0.37,58.97,21.51,70.96,0.53,211.61,Kolkata,88.9358,Satisfactory,4,2024
2024-04-22,35.98,98.97,33.06,19.25,0.55,61.54,23.18,54.34,0.62,221.63,Kolkata,98.9906,Satisfactory,4,2024
2024-04-23,33.8,75.95,32.55,24.4,0.56,54.93,51.73,41.14,0.68,226.44,Kolkata,76.431,Satisfactory,4,2024
2024-04-24,34.96,70.11,26.63,38.91,0.58,67.33,119.37,53.01,0.59,264.93,Kolkata,70.70779999999999,Satisfactory,4,2024
2024-04-25,40.51,87.4,29.65,21.57,0.58,70.23,122.18,53.12,0.55,222.99,Kolkata,87.65200000000002,Satisfactory,4,2024
2024-04-26,28.03,56.63,14.91,9.33,0.47,40.99,84.69,83.16,0.55,176.87,Kolkata,57.4974,Satisfactory,4,2024
2024-04-27,29.25,61.91,20.32,15.28,0.5,58.26,38.15,72.42,0.62,192.95,Kolkata,62.6718,Satisfactory,4,2024
2024-04-28,29.67,60.99,22.41,15.12,0.47,54.39,37.96,69.28,0.64,248.33,Kolkata,61.7702,Satisfactory,4,2024
2024-04-29,39.82,74.0,28.22,26.64,0.54,67.34,42.15,61.02,0.57,241.73,Kolkata,74.52,Satisfactory,4,2024
2024-04-30,34.13,80.83,26.56,27.05,0.54,56.71,35.73,66.33,0.69,279.88,Kolkata,81.2134,Satisfactory,4,2024
2024-05-01,38.51,99.89,26.5,24.32,0.49,70.05,40.4,45.94,0.62,190.22,Kolkata,99.8922,Satisfactory,5,2024
2024-05-02,29.85,73.49,24.28,17.07,0.49,54.55,39.35,76.42,0.63,218.69,Kolkata,74.02019999999999,Satisfactory,5,2024
2024-05-03,30.91,84.93,21.01,14.19,0.43,55.06,35.52,66.64,0.68,121.23,Kolkata,85.23140000000001,Satisfactory,5,2024
2024-05-04,24.36,68.28,16.07,10.71,0.36,39.77,35.22,86.86,0.58,203.14,Kolkata,68.9144,Satisfactory,5,2024
2024-05-05,21.71,64.12,14.54,12.94,0.38,40.94,30.2,88.18,0.71,248.14,Kolkata,64.83760000000001,Satisfactory,5,2024
2024-05-06,16.02,54.73,15.8,6.2,0.38,37.42,34.23,93.41,0.97,131.21,Kolkata,55.6354,Satisfactory,5,2024
2024-05-07,11.88,43.0,20.37,8.05,0.4,51.24,38.21,83.34,0.66,144.48,Kolkata,52.2152,Satisfactory,5,2024
2024-05-08,11.71,38.94,18.6,5.85,0.4,44.0,40.06,93.61,0.75,100.58,Kolkata,44.0,Good,5,2024
2024-05-09,11.56,41.87,21.63,5.32,0.46,38.93,34.49,98.44,0.71,110.4,Kolkata,41.87,Good,5,2024
2024-05-10,12.63,46.49,22.22,7.83,0.47,31.9,31.68,91.82,0.64,115.89,Kolkata,46.49,Good,5,2024
2024-05-11,11.29,45.1,17.19,6.95,0.41,33.25,30.91,96.71,0.82,126.58,Kolkata,45.1,Good,5,2024
2024-05-12,17.09,49.4,19.06,6.4,0.47,37.98,33.52,87.58,0.54,157.3,Kolkata,49.4,Good,5,2024
2024-05-13,16.32,51.46,17.55,9.67,0.45,38.21,29.1,82.6,0.46,183.85,Kolkata,52.4308,Satisfactory,5,2024
2024-05-14,18.18,53.19,18.61,9.09,0.43,33.16,32.76,83.99,0.47,233.31,Kolkata,54.1262,Satisfactory,5,2024
2024-05-15,15.87,40.77,17.51,12.07,0.43,29.03,31.33,81.75,0.43,228.42,Kolkata,40.77,Good,5,2024
2024-05-16,13.75,36.55,18.27,8.16,0.41,29.1,32.84,82.94,0.48,254.74,Kolkata,36.55,Good,5,2024
2024-05-17,10.41,36.68,16.16,7.49,0.36,32.85,30.44,83.09,0.56,268.67,Kolkata,36.68,Good,5,2024
2024-05-18,16.36,45.5,18.47,9.07,0.49,42.48,33.94,86.03,0.65,225.82,Kolkata,45.5,Good,5,2024
2024-05-19,17.3,39.64,17.02,6.14,0.43,32.34,40.07,87.2,0.58,209.7,Kolkata,39.64,Good,5,2024
2024-05-20,8.64,32.67,18.12,5.21,0.34,24.34,36.52,96.67,0.7,151.45,Kolkata,32.67,Good,5,2024
2024-05-21,12.12,30.09,23.38,5.07,0.45,16.62,36.76,95.85,0.61,181.23,Kolkata,30.09,Good,5,2024
2024-05-22,9.56,28.62,19.01,5.03,0.48,19.99,29.62,91.76,0.53,142.04,Kolkata,28.62,Good,5,2024
2024-05-23,9.59,29.58,14.41,4.99,0.32,19.24,28.84,84.54,0.65,114.45,Kolkata,29.58,Good,5,2024
2024-05-24,11.38,33.11,14.91,4.99,0.41,28.04,28.32,84.77,0.67,153.92,Kolkata,33.11,Good,5,2024
2024-05-25,12.76,39.83,17.29,5.21,0.4,29.44,28.46,90.01,0.79,114.14,Kolkata,39.83,Good,5,2024
2024-05-26,6.11,27.32,10.04,5.39,0.31,28.78,28.85,98.72,2.34,37.42,Kolkata,28.78,Good,5,2024
2024-05-27,6.04,25.88,9.9,4.7,0.41,30.13,29.77,98.73,1.6,204.56,Kolkata,30.13,Good,5,2024
2024-05-28,19.08,41.07,13.18,5.11,0.45,27.95,32.56,98.36,0.59,172.38,Kolkata,41.07,Good,5,2024
2024-05-29,25.15,51.48,12.75,4.02,0.42,33.85,23.55,98.71,0.92,161.99,Kolkata,52.450399999999995,Satisfactory,5,2024
2024-05-30,20.07,52.39,32.84,2.77,0.36,28.46,26.93,98.63,0.9,134.36,Kolkata,53.3422,Satisfactory,5,2024
2024-05-31,16.5,36.26,35.36,2.61,0.56,27.08,31.39,98.75,0.6,164.0,Kolkata,44.2,Good,5,2024
2024-06-01,16.74,42.96,32.68,3.3,0.28,16.51,31.3,98.56,0.67,110.44,Kolkata,42.96,Good,6,2024
2024-06-02,15.01,42.31,32.36,3.35,0.39,17.97,31.09,97.77,0.7,143.43,Kolkata,42.31,Good,6,2024
2024-06-03,14.59,32.57,36.25,2.65,0.43,30.03,31.6,90.79,0.54,190.63,Kolkata,45.3125,Good,6,2024
2024-06-04,16.6,50.12,39.82,2.72,0.42,29.59,31.31,94.91,0.69,168.26,Kolkata,51.117599999999996,Satisfactory,6,2024
2024-06-05,21.8,56.75,36.99,3.08,0.5,33.55,29.77,85.98,0.42,158.67,Kolkata,57.615,Satisfactory,6,2024
2024-06-06,29.45,69.68,41.73,33.45,0.49,41.91,66.07,92.8,0.49,148.44,Kolkata,70.28640000000001,Satisfactory,6,2024
2024-06-07,22.46,56.76,42.88,3.1,0.43,37.29,55.61,92.8,0.45,205.4,Kolkata,57.6248,Satisfactory,6,2024
2024-06-08,19.93,55.59,42.04,2.36,0.41,36.06,48.93,96.63,0.62,222.22,Kolkata,56.4782,Satisfactory,6,2024
2024-06-09,22.45,60.2,42.42,3.06,0.37,40.02,46.16,98.19,0.66,194.36,Kolkata,60.996,Satisfactory,6,2024
2024-06-10,19.68,48.85,36.27,4.2,0.41,37.75,48.7,90.76,0.69,122.72,Kolkata,48.85,Good,6,2024
2024-06-11,13.98,50.17,27.58,6.12,0.41,29.59,39.43,96.15,0.71,106.41,Kolkata,51.1666,Satisfactory,6,2024
2024-06-12,16.02,52.52,28.58,6.24,0.41,33.54,37.12,97.12,0.75,136.84,Kolkata,53.4696,Satisfactory,6,2024
2024-06-13,18.27,56.2,25.01,40.51,0.46,35.79,31.01,98.48,0.82,110.51,Kolkata,57.076,Satisfactory,6,2024
2024-06-14,22.63,61.84,22.83,5.81,0.49,43.94,38.68,90.87,0.73,104.08,Kolkata,62.6032,Satisfactory,6,2024
2024-06-15,20.73,60.09,15.93,5.72,0.42,41.77,52.4,95.7,0.78,107.73,Kolkata,60.888200000000005,Satisfactory,6,2024
2024-06-16,18.49,55.08,15.35,5.73,0.38,37.01,49.36,91.33,0.67,136.56,Kolkata,55.9784,Satisfactory,6,2024
2024-06-17,19.86,56.73,14.12,5.94,0.32,36.5,46.18,98.41,0.81,108.91,Kolkata,57.5954,Satisfactory,6,2024
2024-06-18,19.69,59.92,16.22,6.04,0.34,34.33,43.95,98.7,0.78,162.39,Kolkata,60.7216,Satisfactory,6,2024
2024-06-19,21.07,51.24,20.09,5.63,0.35,32.39,39.78,94.85,0.84,194.08,Kolkata,52.2152,Satisfactory,6,2024
2024-06-20,13.55,40.63,26.46,5.09,0.36,36.47,31.85,87.27,0.84,122.16,Kolkata,40.63,Good,6,2024
2024-06-21,15.14,35.92,26.53,5.5,0.46,25.81,28.82,89.06,0.6,125.46,Kolkata,35.92,Good,6,2024
2024-06-22,10.42,31.35,24.25,4.96,0.4,26.69,27.52,80.41,0.5,108.76,Kolkata,31.35,Good,6,2024
2024-06-23,9.58,30.13,24.32,4.89,0.39,21.58,27.62,85.93,0.55,106.81,Kolkata,30.4,Good,6,2024
2024-06-24,12.63,35.51,26.45,4.94,0.37,23.62,27.11,81.3,0.6,92.01,Kolkata,35.51,Good,6,2024
2024-06-25,13.92,39.72,23.36,4.69,0.36,24.53,26.51,75.01,0.62,142.94,Kolkata,39.72,Good,6,2024
2024-06-26,12.2,34.1,22.55,4.18,0.3,15.89,29.73,72.61,0.83,101.17,Kolkata,34.1,Good,6,2024
2024-06-27,5.52,25.1,21.77,19.37,0.3,12.93,29.26,84.97,1.01,82.69,Kolkata,27.2125,Good,6,2024
2024-06-28,5.52,24.66,24.28,3.65,0.35,10.46,27.03,91.75,0.8,95.58,Kolkata,30.35,Good,6,2024
2024-06-29,9.01,28.82,26.45,3.8,0.48,11.15,26.05,93.18,0.49,162.6,Kolkata,33.0625,Good,6,2024
2024-06-30,14.6,38.83,27.53,4.01,0.5,20.05,25.55,92.42,0.5,202.12,Kolkata,38.83,Good,6,2024
2024-07-01,14.56,44.05,28.28,3.89,0.44,16.73,25.74,88.7,0.5,285.72,Kolkata,44.05,Good,7,2024
2024-07-02,13.63,28.61,27.16,4.49,0.48,11.36,34.45,96.95,0.46,260.73,Kolkata,33.95,Good,7,2024
2024-07-03,19.59,32.27,28.25,5.48,0.47,10.69,43.65,94.67,0.52,169.2,Kolkata,35.3125,Good,7,2024
2024-07-04,20.87,34.61,29.04,6.26,0.5,9.72,41.27,93.32,0.52,156.1,Kolkata,36.3,Good,7,2024
2024-07-05,23.78,40.44,25.41,6.55,0.42,15.36,36.54,86.53,0.67,175.38,Kolkata,40.44,Good,7,2024
2024-07-06,21.05,37.2,31.23,7.77,0.41,15.84,30.78,90.86,0.71,94.96,Kolkata,39.0375,Good,7,2024
2024-07-07,18.36,27.58,24.81,8.11,0.45,12.22,30.48,91.79,0.65,97.85,Kolkata,31.0125,Good,7,2024
2024-07-08,16.58,30.37,20.88,8.0,0.39,8.65,31.51,90.32,0.62,115.47,Kolkata,30.37,Good,7,2024
2024-07-09,14.79,27.25,19.41,8.05,0.43,12.46,32.91,81.01,0.72,80.06,Kolkata,27.25,Good,7,2024
2024-07-10,19.07,33.6,20.18,8.08,0.33,17.36,30.25,78.65,0.65,145.46,Kolkata,33.6,Good,7,2024
2024-07-11,22.41,40.63,24.3,7.57,0.34,22.81,29.01,81.39,0.68,189.31,Kolkata,40.63,Good,7,2024
2024-07-12,19.22,33.46,23.47,32.19,0.43,14.84,29.4,93.27,0.49,154.71,Kolkata,40.2375,Good,7,2024
2024-07-13,21.75,53.72,26.72,6.3,0.42,20.25,31.53,84.28,0.66,92.47,Kolkata,54.6456,Satisfactory,7,2024
2024-07-14,20.1,39.7,27.57,5.86,0.39,15.0,31.04,87.54,0.84,110.75,Kolkata,39.7,Good,7,2024
2024-07-15,14.37,34.27,23.57,5.64,0.29,13.22,32.11,87.39,1.27,78.56,Kolkata,34.27,Good,7,2024
2024-07-16,12.68,34.34,23.5,5.95,0.33,12.44,33.4,89.42,0.85,79.36,Kolkata,34.34,Good,7,2024
2024-07-17,15.48,33.94,26.82,6.85,0.41,10.75,38.09,88.34,0.79,128.02,Kolkata,33.94,Good,7,2024
2024-07-18,13.72,28.47,24.61,7.55,0.28,12.01,29.63,80.68,1.05,83.39,Kolkata,30.7625,Good,7,2024
2024-07-19,13.38,25.84,24.4,7.8,0.31,15.03,22.51,89.45,1.52,59.5,Kolkata,30.5,Good,7,2024
2024-07-20,14.2,24.88,21.81,7.99,0.26,16.54,24.2,84.24,1.41,80.21,Kolkata,27.2625,Good,7,2024
2024-07-21,14.18,26.69,21.35,7.77,0.32,16.7,24.14,90.86,0.83,95.86,Kolkata,26.69,Good,7,2024
